
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-01 20:35:00'    8.151e+003    4.107e+000                            
'2015-07-01 20:40:00'    8.181e+003    3.583e+000                            
'2015-07-01 20:45:00'    7.921e+003    2.430e+000                            
'2015-07-01 20:50:00'    8.341e+003    1.664e+000                            
'2015-07-01 20:55:00'    8.130e+003    7.875e-001                            
'2015-07-01 21:00:00'    8.098e+003                                          
'2015-07-01 21:05:00'    8.174e+003                                          
'2015-07-01 21:10:00'    8.137e+003                                          
'2015-07-01 21:15:00'    8.294e+003                                          
'2015-07-01 21:20:00'    8.598e+003                                          
'2015-07-01 21:25:00'    8.527e+003                                          
'2015-07-01 21:30:00'    8.553e+003                                          
'2015-07-01 21:35:00'    8.713e+003                                          
'2015-07-01 21:40:00'    8.698e+003                                          
'2015-07-01 21:45:00'    8.817e+003                                          
'2015-07-01 21:50:00'    8.912e+003                                          
'2015-07-01 21:55:00'    8.790e+003                                          
'2015-07-01 22:00:00'    9.038e+003                                          
'2015-07-01 22:05:00'    9.118e+003                                          
'2015-07-01 22:10:00'    8.978e+003                                          
'2015-07-01 22:15:00'    9.020e+003                                          
'2015-07-01 22:20:00'    9.217e+003                                          
'2015-07-01 22:25:00'    9.332e+003                                          
'2015-07-01 22:30:00'    9.081e+003                                          
'2015-07-01 22:35:00'    9.202e+003                                          
'2015-07-01 22:40:00'    9.107e+003                                          
'2015-07-01 22:45:00'    9.001e+003                                          
'2015-07-01 22:50:00'    9.247e+003                                          
'2015-07-01 22:55:00'    9.043e+003                                          
'2015-07-01 23:00:00'    9.142e+003                                          
'2015-07-01 23:05:00'    9.069e+003                                          
'2015-07-01 23:10:00'    8.751e+003                                          
'2015-07-01 23:15:00'    8.734e+003                                          
'2015-07-01 23:20:00'    8.692e+003                                          
'2015-07-01 23:25:00'    8.304e+003                                          
'2015-07-01 23:30:00'    8.315e+003                                          
'2015-07-01 23:35:00'    8.408e+003                                          
'2015-07-01 23:40:00'    8.305e+003                                          
'2015-07-01 23:45:00'    8.282e+003                                          
'2015-07-01 23:50:00'    7.946e+003                                          
'2015-07-01 23:55:00'    7.773e+003                                          
'2015-07-02 00:00:00'    7.776e+003                                          
'2015-07-02 00:05:00'    7.866e+003                                          
'2015-07-02 00:10:00'    7.662e+003                                          
'2015-07-02 00:15:00'    7.808e+003                                          
'2015-07-02 00:20:00'    7.706e+003                                          
'2015-07-02 00:25:00'    7.609e+003                                          
'2015-07-02 00:30:00'    7.653e+003                                          
'2015-07-02 00:35:00'    7.529e+003                                          
'2015-07-02 00:40:00'    7.338e+003                                          
'2015-07-02 00:45:00'    7.443e+003                                          
'2015-07-02 00:50:00'    7.423e+003                                          
'2015-07-02 00:55:00'    7.225e+003                                          
'2015-07-02 01:00:00'    7.358e+003                                          
'2015-07-02 01:05:00'    7.307e+003                                          
'2015-07-02 01:10:00'    7.293e+003                                          
'2015-07-02 01:15:00'    7.120e+003                                          
'2015-07-02 01:20:00'    7.136e+003                                          
'2015-07-02 01:25:00'    7.128e+003                                          
'2015-07-02 01:30:00'    6.933e+003                                          
'2015-07-02 01:35:00'    7.061e+003                                          
'2015-07-02 01:40:00'    6.777e+003                                          
'2015-07-02 01:45:00'    6.864e+003                                          
'2015-07-02 01:50:00'    6.811e+003                                          
'2015-07-02 01:55:00'    6.613e+003                                          
'2015-07-02 02:00:00'    6.614e+003                                          
'2015-07-02 02:05:00'    6.588e+003                                          
'2015-07-02 02:10:00'    6.458e+003                                          
'2015-07-02 02:15:00'    6.350e+003                                          
'2015-07-02 02:20:00'    6.195e+003                                          
'2015-07-02 02:25:00'    6.233e+003                                          
'2015-07-02 02:30:00'    6.174e+003                                          
'2015-07-02 02:35:00'    6.041e+003                                          
'2015-07-02 02:40:00'    6.146e+003                                          
'2015-07-02 02:45:00'    5.980e+003                                          
'2015-07-02 02:50:00'    5.855e+003                                          
'2015-07-02 02:55:00'    5.936e+003                                          
'2015-07-02 03:00:00'    5.762e+003                                          
'2015-07-02 03:05:00'    5.792e+003                                          
'2015-07-02 03:10:00'    5.512e+003                                          
'2015-07-02 03:15:00'    5.462e+003                                          
'2015-07-02 03:20:00'    5.473e+003                                          
'2015-07-02 03:25:00'    5.482e+003                                          
'2015-07-02 03:30:00'    5.406e+003                                          
'2015-07-02 03:35:00'    5.217e+003                                          
'2015-07-02 03:40:00'    5.119e+003                                          
'2015-07-02 03:45:00'    5.209e+003                                          
'2015-07-02 03:50:00'    4.960e+003                                          
'2015-07-02 03:55:00'    4.935e+003                                          
'2015-07-02 04:00:00'    4.868e+003                                          
'2015-07-02 04:05:00'    4.787e+003                                          
'2015-07-02 04:10:00'    4.935e+003                                          
'2015-07-02 04:15:00'    4.910e+003                                          
'2015-07-02 04:20:00'    4.968e+003                                          
'2015-07-02 04:25:00'    4.767e+003                                          
'2015-07-02 04:30:00'    4.818e+003                                          
'2015-07-02 04:35:00'    4.800e+003                                          
'2015-07-02 04:40:00'    4.663e+003                                          
'2015-07-02 04:45:00'    4.813e+003                                          
'2015-07-02 04:50:00'    4.734e+003                                          
'2015-07-02 04:55:00'    4.653e+003                                          
'2015-07-02 05:00:00'    4.688e+003                                          
'2015-07-02 05:05:00'    4.613e+003    3.981e-001                            
'2015-07-02 05:10:00'    4.756e+003    7.989e-001                            
'2015-07-02 05:15:00'    4.677e+003    1.328e+000                            
'2015-07-02 05:20:00'    4.629e+003    1.651e+000                            
'2015-07-02 05:25:00'    4.526e+003    2.168e+000                            
'2015-07-02 05:30:00'    4.681e+003    2.522e+000                            
'2015-07-02 05:35:00'    4.596e+003    3.115e+000                            
'2015-07-02 05:40:00'    4.538e+003    3.578e+000                            
'2015-07-02 05:45:00'    4.622e+003    3.734e+000                            
'2015-07-02 05:50:00'    4.440e+003    4.151e+000                            
'2015-07-02 05:55:00'    4.556e+003    4.824e+000                            
'2015-07-02 06:00:00'    4.586e+003    5.000e+000                            
'2015-07-02 06:05:00'    4.458e+003    2.415e+001                            
'2015-07-02 06:10:00'    4.370e+003    4.396e+001                            
'2015-07-02 06:15:00'    4.208e+003    6.492e+001    2.001e+002              
'2015-07-02 06:20:00'    4.075e+003    8.446e+001    4.472e+002              
'2015-07-02 06:25:00'    4.018e+003    9.902e+001    4.489e+002              
'2015-07-02 06:30:00'    3.898e+003    1.238e+002    6.252e+002              
'2015-07-02 06:35:00'    3.736e+003    1.436e+002    8.710e+002              
'2015-07-02 06:40:00'    3.596e+003    1.646e+002    8.845e+002              
'2015-07-02 06:45:00'    3.528e+003    1.829e+002    1.069e+003              
'2015-07-02 06:50:00'    3.445e+003    1.990e+002    1.320e+003              
'2015-07-02 06:55:00'    3.225e+003    2.209e+002    1.459e+003              
'2015-07-02 07:00:00'    3.098e+003    2.400e+002    1.692e+003              
'2015-07-02 07:05:00'    3.056e+003    2.863e+002    1.735e+003              
'2015-07-02 07:10:00'    2.870e+003    3.303e+002    1.900e+003              
'2015-07-02 07:15:00'    2.745e+003    3.709e+002    1.989e+003              
'2015-07-02 07:20:00'    2.695e+003    4.324e+002    2.067e+003              
'2015-07-02 07:25:00'    2.647e+003    4.568e+002    2.273e+003              
'2015-07-02 07:30:00'    2.424e+003    5.306e+002    2.289e+003              
'2015-07-02 07:35:00'    2.364e+003    5.816e+002    2.399e+003              
'2015-07-02 07:40:00'    2.213e+003    5.798e+002    2.435e+003              
'2015-07-02 07:45:00'    2.203e+003    6.569e+002    2.791e+003              
