
    PO_GenerationByGeneratorType(iTime,iGeneratorType) := data table 
                       NGCC-New      Wind     Solar
                    !  --------  --------  --------
'2015-07-02 14:25:00'  1990.948   809.185  2470.778
'2015-07-02 14:30:00'  2094.413   798.157  2474.937
'2015-07-02 14:35:00'  2086.889   788.008  2510.628
'2015-07-02 14:40:00'  1947.809   821.444  2363.535
'2015-07-02 14:45:00'  2088.406   791.802  2456.791
'2015-07-02 14:50:00'  2081.048   836.046  2388.735
'2015-07-02 14:55:00'  1896.970   837.141  2373.856
'2015-07-02 15:00:00'  2052.922   823.640  2331.250
'2015-07-02 15:05:00'  2080.186   856.038  2344.429
'2015-07-02 15:10:00'  2274.721   821.644  2226.326
'2015-07-02 15:15:00'  2236.180   857.415  2173.392
'2015-07-02 15:20:00'  2145.755   872.553  2194.448
'2015-07-02 15:25:00'  2269.223   791.122  2101.460
'2015-07-02 15:30:00'  2287.723   840.182  2201.600
'2015-07-02 15:35:00'  2197.152   826.677  2165.427
'2015-07-02 15:40:00'  2245.372   860.277  2084.565
'2015-07-02 15:45:00'  2332.114   862.478  2089.187
'2015-07-02 15:50:00'  2400.000   837.672  1995.304
'2015-07-02 15:55:00'  2400.000   868.599  1947.549
'2015-07-02 16:00:00'  2400.000   873.200  1963.750
'2015-07-02 16:05:00'  2400.000   941.745  1904.834
'2015-07-02 16:10:00'  2400.000   982.490  1790.152
'2015-07-02 16:15:00'  2400.000   978.289  1785.625
'2015-07-02 16:20:00'  2400.000  1027.686  1802.531
'2015-07-02 16:25:00'  2400.000  1052.144  1754.671
'2015-07-02 16:30:00'  2400.000  1103.957  1676.370
'2015-07-02 16:35:00'  2400.000  1078.859  1637.890
'2015-07-02 16:40:00'  2400.000  1189.092  1648.426
'2015-07-02 16:45:00'  2400.000  1178.073  1535.599
'2015-07-02 16:50:00'  2400.000  1257.503  1521.537
'2015-07-02 16:55:00'  2400.000  1274.969  1460.457
'2015-07-02 17:00:00'  2400.000  1326.320  1421.250
'2015-07-02 17:05:00'  2400.000  1432.797  1356.220
'2015-07-02 17:10:00'  2400.000  1451.131  1262.377
'2015-07-02 17:15:00'  2400.000  1554.377  1287.300
'2015-07-02 17:20:00'  2400.000  1623.480  1211.330
